Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 08/08/2024
TIME       : 19:24:51
FILENAME   : C:\Users\Zoe Sandwith\AppData\Roaming\DiverOffice\GEMS\Sample 20240808\CSV\VEI_X6477_240808192451_X6477.CSV
CREATED BY : Diver-Office 12.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=24
  Status                  =Started =0
  Serial number           =..00-X6477  324.
  Instrument number       =          UTC+0     
                          =0
  Location                =VEI_X6477
  Sample period           =S05
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =4.0000    m
  Range                   =57.5000   m
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


[Series settings]
  Serial number           =..00-X6477  324.
  Instrument number       =          UTC+0     
  Location                =VEI_X6477
  Sample period           =00 00:00:05 0
  Sample method           =T   
  Start date / time       =00:45:16 08/08/24
  End date / time         =20:23:19 08/08/24
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =4.0000    m
  Range                   =57.5000   m
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


Date/time,Pressure[mH2O],Temperature[°C],2:Spec.cond.[ms/cm]
2024/08/08 16:47:40,10.4400,22.280,0.028
2024/08/08 16:47:45,10.4400,22.290,0.028
2024/08/08 16:47:50,10.4438,22.297,0.024
2024/08/08 16:47:55,10.4438,22.320,0.028
2024/08/08 16:48:00,10.4438,22.337,0.028
2024/08/08 16:48:05,10.4400,22.337,0.024
2024/08/08 16:48:10,10.4400,22.360,0.024
2024/08/08 16:48:15,10.4438,22.360,0.024
2024/08/08 16:48:20,10.4400,22.367,0.024
2024/08/08 16:48:25,10.4400,22.383,0.024
2024/08/08 16:48:30,10.4362,22.390,0.028
2024/08/08 16:48:35,10.4362,22.407,0.024
2024/08/08 16:48:40,10.4400,22.420,0.028
2024/08/08 16:48:45,10.4438,22.430,0.024
2024/08/08 16:48:50,10.4362,22.437,0.028
2024/08/08 16:48:55,10.4400,22.453,0.024
2024/08/08 16:49:00,10.4362,22.470,0.028
2024/08/08 16:49:05,10.4362,22.477,0.028
2024/08/08 16:49:10,10.4400,22.493,0.028
2024/08/08 16:49:15,10.4362,22.493,0.028
2024/08/08 16:49:20,10.4400,22.500,0.028
2024/08/08 16:49:25,10.4400,22.523,0.028
2024/08/08 16:49:30,10.4400,22.530,0.024
2024/08/08 16:49:35,10.4362,22.553,0.028
2024/08/08 16:49:40,10.4400,22.563,0.024
2024/08/08 16:49:45,10.4400,22.570,0.024
2024/08/08 16:49:50,10.4400,22.570,0.024
2024/08/08 16:49:55,10.4438,22.587,0.024
2024/08/08 16:50:00,10.4496,22.587,0.024
2024/08/08 16:50:05,10.4438,22.617,0.028
2024/08/08 16:50:10,10.4362,22.623,0.024
2024/08/08 16:50:15,10.4304,22.633,0.024
2024/08/08 16:50:20,10.4438,22.640,0.024
2024/08/08 16:50:25,10.4438,22.657,0.028
2024/08/08 16:50:30,10.4438,22.657,0.028
2024/08/08 16:50:35,10.4400,22.687,0.024
2024/08/08 16:50:40,10.4400,22.703,0.024
2024/08/08 16:50:45,10.4438,22.693,0.024
2024/08/08 16:50:50,10.4400,22.720,0.028
2024/08/08 16:50:55,10.4362,22.720,0.024
2024/08/08 16:51:00,10.4400,22.743,0.024
2024/08/08 16:51:05,10.4438,22.750,0.024
2024/08/08 16:51:10,10.4362,22.773,0.028
2024/08/08 16:51:15,10.4400,22.780,0.028
2024/08/08 16:51:20,10.4400,22.790,0.024
2024/08/08 16:51:25,10.4362,22.797,0.024
2024/08/08 16:51:30,10.4400,22.813,0.024
2024/08/08 16:51:35,10.4400,22.813,0.024
2024/08/08 16:51:40,10.4362,22.820,0.028
2024/08/08 16:51:45,10.4400,22.837,0.024
2024/08/08 16:51:50,10.4400,22.850,0.024
2024/08/08 16:51:55,10.4400,22.860,0.024
2024/08/08 16:52:00,10.4438,22.867,0.028
2024/08/08 16:52:05,10.4400,22.883,0.024
2024/08/08 16:52:10,10.4400,22.883,0.024
2024/08/08 16:52:15,10.4343,22.913,0.024
2024/08/08 16:52:20,10.4438,22.897,0.024
2024/08/08 16:52:25,10.4400,22.913,0.028
2024/08/08 16:52:30,10.4400,22.913,0.028
2024/08/08 16:52:35,10.4438,22.937,0.024
2024/08/08 16:52:40,10.4438,22.953,0.024
2024/08/08 16:52:45,10.4438,22.960,0.024
2024/08/08 16:52:50,10.4438,22.970,0.024
2024/08/08 16:52:55,10.4534,22.960,0.024
2024/08/08 16:53:00,10.4438,22.983,0.024
2024/08/08 16:53:05,10.4400,23.000,0.024
2024/08/08 16:53:10,10.4400,23.000,0.028
2024/08/08 16:53:15,10.4496,23.017,0.024
2024/08/08 16:53:20,10.4438,23.040,0.024
2024/08/08 16:53:25,10.4362,23.047,0.024
2024/08/08 16:53:30,10.4400,23.063,0.024
2024/08/08 16:53:35,10.4438,23.070,0.024
2024/08/08 16:53:40,10.4400,23.093,0.024
2024/08/08 16:53:45,10.4438,23.093,0.024
2024/08/08 16:53:50,10.4362,23.117,0.028
2024/08/08 16:53:55,10.4362,23.133,0.024
2024/08/08 16:54:00,10.4438,23.133,0.024
2024/08/08 16:54:05,10.4400,23.157,0.028
2024/08/08 16:54:10,10.4400,23.157,0.024
2024/08/08 16:54:15,10.4400,23.163,0.024
2024/08/08 16:54:20,10.4438,23.187,0.028
2024/08/08 16:54:25,10.4400,23.210,0.024
2024/08/08 16:54:30,10.4438,23.220,0.024
2024/08/08 16:54:35,10.4362,23.210,0.024
2024/08/08 16:54:40,10.4400,23.220,0.024
2024/08/08 16:54:45,10.4438,23.250,0.028
2024/08/08 16:54:50,10.4400,23.243,0.024
2024/08/08 16:54:55,10.4304,23.267,0.024
2024/08/08 16:55:00,10.4400,23.273,0.024
2024/08/08 16:55:05,10.4438,23.280,0.024
2024/08/08 16:55:10,10.4438,23.280,0.028
2024/08/08 16:55:15,10.4400,23.313,0.024
2024/08/08 16:55:20,10.4343,23.313,0.024
2024/08/08 16:55:25,10.4400,23.320,0.024
2024/08/08 16:55:30,10.4400,23.320,0.024
2024/08/08 16:55:35,10.4400,23.337,0.024
2024/08/08 16:55:40,10.4362,23.350,0.024
2024/08/08 16:55:45,10.4362,23.343,0.024
2024/08/08 16:55:50,10.4400,23.373,0.024
2024/08/08 16:55:55,10.4400,23.373,0.024
2024/08/08 16:56:00,10.4400,23.373,0.024
2024/08/08 16:56:05,10.4400,23.390,0.024
2024/08/08 16:56:10,10.4400,23.407,0.024
2024/08/08 16:56:15,10.4438,23.420,0.024
2024/08/08 16:56:20,10.4400,23.420,0.024
2024/08/08 16:56:25,10.4400,23.420,0.028
2024/08/08 16:56:30,10.4400,23.420,0.024
2024/08/08 16:56:35,10.4362,23.443,0.024
2024/08/08 16:56:40,10.4362,23.443,0.024
2024/08/08 16:56:45,10.4362,23.453,0.024
2024/08/08 16:56:50,10.4266,23.470,0.024
2024/08/08 16:56:55,10.4362,23.453,0.024
2024/08/08 16:57:00,10.4304,23.477,0.024
2024/08/08 16:57:05,10.4362,23.477,0.024
2024/08/08 16:57:10,10.4362,23.470,0.024
2024/08/08 16:57:15,10.4362,23.477,0.024
2024/08/08 16:57:20,10.4304,23.507,0.028
2024/08/08 16:57:25,10.4304,23.517,0.024
2024/08/08 16:57:30,10.4304,23.523,0.024
2024/08/08 16:57:35,10.4304,23.523,0.028
2024/08/08 16:57:40,10.4304,23.517,0.024
2024/08/08 16:57:45,10.4304,23.523,0.024
2024/08/08 16:57:50,10.4362,23.547,0.024
2024/08/08 16:57:55,10.4304,23.547,0.024
2024/08/08 16:58:00,10.4304,23.547,0.024
2024/08/08 16:58:05,10.4304,23.547,0.024
2024/08/08 16:58:10,10.4362,23.547,0.024
2024/08/08 16:58:15,10.4304,23.563,0.024
2024/08/08 16:58:20,10.4266,23.563,0.024
2024/08/08 16:58:25,10.4304,23.570,0.024
2024/08/08 16:58:30,10.4304,23.563,0.024
2024/08/08 16:58:35,10.4304,23.563,0.024
2024/08/08 16:58:40,10.4362,23.570,0.024
2024/08/08 16:58:45,10.4400,23.577,0.024
2024/08/08 16:58:50,10.4343,23.587,0.024
2024/08/08 16:58:55,10.4343,23.577,0.024
2024/08/08 16:59:00,10.4400,23.587,0.024
2024/08/08 16:59:05,10.4400,23.570,0.024
2024/08/08 16:59:10,10.4343,23.587,0.024
2024/08/08 16:59:15,10.4343,23.593,0.024
2024/08/08 16:59:20,10.4343,23.593,0.024
2024/08/08 16:59:25,10.4400,23.600,0.024
2024/08/08 16:59:30,10.4343,23.600,0.024
2024/08/08 16:59:35,10.4304,23.593,0.024
2024/08/08 16:59:40,10.4343,23.587,0.024
2024/08/08 16:59:45,10.4400,23.593,0.024
2024/08/08 16:59:50,10.4400,23.600,0.028
2024/08/08 16:59:55,10.4438,23.600,0.024
2024/08/08 17:00:00,10.4438,23.623,0.028
2024/08/08 17:00:05,10.4343,23.610,0.024
2024/08/08 17:00:10,10.4343,23.600,0.024
2024/08/08 17:00:15,10.4343,23.600,0.024
2024/08/08 17:00:20,10.4304,23.600,0.024
2024/08/08 17:00:25,10.4343,23.600,0.024
2024/08/08 17:00:30,10.4400,23.600,0.024
2024/08/08 17:00:35,10.4304,23.610,0.024
2024/08/08 17:00:40,10.4304,23.600,0.024
2024/08/08 17:00:45,10.4343,23.593,0.024
2024/08/08 17:00:50,10.4343,23.600,0.028
2024/08/08 17:00:55,10.4343,23.610,0.024
2024/08/08 17:01:00,10.4304,23.593,0.028
2024/08/08 17:01:05,10.4400,23.600,0.024
2024/08/08 17:01:10,10.4400,23.593,0.024
2024/08/08 17:01:15,10.4400,23.593,0.024
2024/08/08 17:01:20,10.4438,23.593,0.024
2024/08/08 17:01:25,10.4400,23.593,0.024
2024/08/08 17:01:30,10.4343,23.577,0.024
2024/08/08 17:01:35,10.4400,23.593,0.028
2024/08/08 17:01:40,10.4304,23.587,0.024
2024/08/08 17:01:45,10.4400,23.577,0.024
2024/08/08 17:01:50,10.4400,23.587,0.024
2024/08/08 17:01:55,10.4400,23.587,0.024
2024/08/08 17:02:00,10.4400,23.577,0.024
2024/08/08 17:02:05,10.4304,23.563,0.024
2024/08/08 17:02:10,10.4304,23.570,0.024
2024/08/08 17:02:15,10.4362,23.570,0.024
2024/08/08 17:02:20,10.4362,23.570,0.024
2024/08/08 17:02:25,10.4304,23.570,0.028
2024/08/08 17:02:30,10.4304,23.547,0.024
2024/08/08 17:02:35,10.4266,23.563,0.024
2024/08/08 17:02:40,10.4400,23.577,0.024
2024/08/08 17:02:45,10.4400,23.547,0.024
2024/08/08 17:02:50,10.4362,23.547,0.024
2024/08/08 17:02:55,10.4304,23.540,0.024
2024/08/08 17:03:00,10.4400,23.540,0.024
2024/08/08 17:03:05,10.4362,23.530,0.024
2024/08/08 17:03:10,10.4400,23.530,0.024
2024/08/08 17:03:15,10.4362,23.530,0.024
2024/08/08 17:03:20,10.4362,23.530,0.024
2024/08/08 17:03:25,10.4304,23.530,0.024
2024/08/08 17:03:30,10.4400,23.530,0.024
2024/08/08 17:03:35,10.4400,23.530,0.024
2024/08/08 17:03:40,10.4362,23.517,0.024
2024/08/08 17:03:45,10.4362,23.507,0.024
2024/08/08 17:03:50,10.4400,23.523,0.024
2024/08/08 17:03:55,10.4400,23.500,0.024
2024/08/08 17:04:00,10.4400,23.507,0.024
2024/08/08 17:04:05,10.4438,23.507,0.024
2024/08/08 17:04:10,10.4438,23.507,0.028
2024/08/08 17:04:15,10.4400,23.493,0.024
2024/08/08 17:04:20,10.4438,23.483,0.024
2024/08/08 17:04:25,10.4438,23.493,0.024
2024/08/08 17:04:30,10.4362,23.483,0.024
2024/08/08 17:04:35,10.4362,23.483,0.024
2024/08/08 17:04:40,10.4438,23.493,0.024
2024/08/08 17:04:45,10.4362,23.470,0.024
2024/08/08 17:04:50,10.4438,23.470,0.024
2024/08/08 17:04:55,10.4362,23.470,0.024
2024/08/08 17:05:00,10.4362,23.470,0.024
2024/08/08 17:05:05,10.4400,23.477,0.024
2024/08/08 17:05:10,10.4400,23.470,0.024
2024/08/08 17:05:15,10.4400,23.460,0.024
2024/08/08 17:05:20,10.4362,23.460,0.024
2024/08/08 17:05:25,10.4362,23.460,0.024
2024/08/08 17:05:30,10.4362,23.460,0.024
2024/08/08 17:05:35,10.4362,23.443,0.024
2024/08/08 17:05:40,10.4362,23.437,0.024
2024/08/08 17:05:45,10.4400,23.443,0.024
2024/08/08 17:05:50,10.4362,23.437,0.024
2024/08/08 17:05:55,10.4400,23.437,0.024
2024/08/08 17:06:00,10.4496,23.437,0.024
2024/08/08 17:06:05,10.4438,23.437,0.024
2024/08/08 17:06:10,10.4400,23.430,0.024
2024/08/08 17:06:15,10.4400,23.407,0.024
2024/08/08 17:06:20,10.4400,23.420,0.024
2024/08/08 17:06:25,10.4400,23.407,0.024
2024/08/08 17:06:30,10.4362,23.407,0.024
2024/08/08 17:06:35,10.4400,23.407,0.024
2024/08/08 17:06:40,10.4400,23.407,0.024
2024/08/08 17:06:45,10.4438,23.390,0.024
2024/08/08 17:06:50,10.4400,23.390,0.024
2024/08/08 17:06:55,10.4438,23.373,0.024
2024/08/08 17:07:00,10.4362,23.373,0.024
2024/08/08 17:07:05,10.4400,23.373,0.024
2024/08/08 17:07:10,10.4400,23.360,0.024
2024/08/08 17:07:15,10.4438,23.360,0.024
2024/08/08 17:07:20,10.4400,23.373,0.024
2024/08/08 17:07:25,10.4400,23.343,0.024
2024/08/08 17:07:30,10.4400,23.367,0.024
2024/08/08 17:07:35,10.4362,23.343,0.024
2024/08/08 17:07:40,10.4400,23.343,0.024
2024/08/08 17:07:45,10.4304,23.343,0.024
2024/08/08 17:07:50,10.4400,23.337,0.024
2024/08/08 17:07:55,10.4400,23.327,0.024
2024/08/08 17:08:00,10.4438,23.313,0.024
2024/08/08 17:08:05,10.4304,23.313,0.028
2024/08/08 17:08:10,10.4343,23.320,0.024
2024/08/08 17:08:15,10.4400,23.313,0.024
2024/08/08 17:08:20,10.4400,23.303,0.024
2024/08/08 17:08:25,10.4477,23.290,0.024
2024/08/08 17:08:30,10.4477,23.290,0.024
2024/08/08 17:08:35,10.4400,23.297,0.024
2024/08/08 17:08:40,10.4438,23.280,0.024
2024/08/08 17:08:45,10.4400,23.273,0.028
2024/08/08 17:08:50,10.4438,23.280,0.024
2024/08/08 17:08:55,10.4343,23.257,0.024
2024/08/08 17:09:00,10.4343,23.267,0.024
2024/08/08 17:09:05,10.4343,23.250,0.024
2024/08/08 17:09:10,10.4400,23.250,0.024
2024/08/08 17:09:15,10.4400,23.250,0.024
2024/08/08 17:09:20,10.4438,23.243,0.024
2024/08/08 17:09:25,10.4477,23.243,0.024
2024/08/08 17:09:30,10.4400,23.233,0.024
2024/08/08 17:09:35,10.4438,23.220,0.024
2024/08/08 17:09:40,10.4400,23.220,0.024
2024/08/08 17:09:45,10.4304,23.210,0.024
2024/08/08 17:09:50,10.4304,23.203,0.028
2024/08/08 17:09:55,10.4304,23.210,0.024
2024/08/08 17:10:00,10.4304,23.187,0.024
2024/08/08 17:10:05,10.4362,23.187,0.024
2024/08/08 17:10:10,10.4362,23.187,0.024
2024/08/08 17:10:15,10.4362,23.180,0.024
2024/08/08 17:10:20,10.4304,23.163,0.024
2024/08/08 17:10:25,10.4400,23.163,0.024
2024/08/08 17:10:30,10.4304,23.163,0.024
2024/08/08 17:10:35,10.4400,23.147,0.024
2024/08/08 17:10:40,10.4400,23.157,0.024
2024/08/08 17:10:45,10.4362,23.147,0.024
2024/08/08 17:10:50,10.4304,23.133,0.024
2024/08/08 17:10:55,10.4362,23.140,0.024
2024/08/08 17:11:00,10.4304,23.123,0.024
2024/08/08 17:11:05,10.4362,23.117,0.028
2024/08/08 17:11:10,10.4400,23.123,0.024
2024/08/08 17:11:15,10.4304,23.110,0.024
2024/08/08 17:11:20,10.4266,23.093,0.024
2024/08/08 17:11:25,10.4362,23.093,0.024
2024/08/08 17:11:30,10.4362,23.077,0.028
2024/08/08 17:11:35,10.4304,23.087,0.024
2024/08/08 17:11:40,10.4362,23.093,0.024
2024/08/08 17:11:45,10.4400,23.077,0.024
2024/08/08 17:11:50,10.4400,23.077,0.024
2024/08/08 17:11:55,10.4438,23.063,0.024
2024/08/08 17:12:00,10.4362,23.053,0.024
2024/08/08 17:12:05,10.4438,23.053,0.028
2024/08/08 17:12:10,10.4438,23.030,0.024
2024/08/08 17:12:15,10.4496,23.040,0.024
2024/08/08 17:12:20,10.4400,23.040,0.024
2024/08/08 17:12:25,10.4400,23.030,0.028
2024/08/08 17:12:30,10.4438,23.023,0.028
2024/08/08 17:12:35,10.4438,23.023,0.024
2024/08/08 17:12:40,10.4438,23.000,0.024
2024/08/08 17:12:45,10.4438,23.007,0.024
2024/08/08 17:12:50,10.4400,23.000,0.028
2024/08/08 17:12:55,10.4438,22.983,0.024
2024/08/08 17:13:00,10.4400,23.000,0.028
2024/08/08 17:13:05,10.4400,22.970,0.024
2024/08/08 17:13:10,10.4438,22.970,0.024
2024/08/08 17:13:15,10.4438,22.970,0.024
2024/08/08 17:13:20,10.4496,22.970,0.028
2024/08/08 17:13:25,10.4496,22.943,0.024
2024/08/08 17:13:30,10.4400,22.943,0.024
2024/08/08 17:13:35,10.4438,22.937,0.024
2024/08/08 17:13:40,10.4438,22.930,0.024
2024/08/08 17:13:45,10.4438,22.920,0.024
2024/08/08 17:13:50,10.4438,22.907,0.024
2024/08/08 17:13:55,10.4438,22.920,0.024
2024/08/08 17:14:00,10.4477,22.897,0.024
2024/08/08 17:14:05,10.4438,22.897,0.024
2024/08/08 17:14:10,10.4534,22.883,0.028
2024/08/08 17:14:15,10.4400,22.873,0.024
2024/08/08 17:14:20,10.4438,22.883,0.024
2024/08/08 17:14:25,10.4438,22.883,0.024
2024/08/08 17:14:30,10.4400,22.850,0.024
2024/08/08 17:14:35,10.4438,22.843,0.024
2024/08/08 17:14:40,10.4400,22.843,0.024
2024/08/08 17:14:45,10.4400,22.837,0.028
2024/08/08 17:14:50,10.4362,22.843,0.024
2024/08/08 17:14:55,10.4438,22.837,0.024
2024/08/08 17:15:00,10.4400,22.820,0.024
2024/08/08 17:15:05,10.4362,22.803,0.028
2024/08/08 17:15:10,10.4362,22.803,0.024
2024/08/08 17:15:15,10.4362,22.797,0.028
2024/08/08 17:15:20,10.4362,22.780,0.024
2024/08/08 17:15:25,10.4438,22.790,0.028
2024/08/08 17:15:30,10.4362,22.767,0.024
2024/08/08 17:15:35,10.4400,22.773,0.024
2024/08/08 17:15:40,10.4400,22.780,0.024
2024/08/08 17:15:45,10.4362,22.757,0.028
2024/08/08 17:15:50,10.4362,22.750,0.024
2024/08/08 17:15:55,10.4362,22.750,0.024
2024/08/08 17:16:00,10.4438,22.733,0.024
2024/08/08 17:16:05,10.4400,22.727,0.024
2024/08/08 17:16:10,10.4438,22.710,0.028
2024/08/08 17:16:15,10.4400,22.727,0.028
2024/08/08 17:16:20,10.4438,22.720,0.028
2024/08/08 17:16:25,10.4438,22.703,0.024
2024/08/08 17:16:30,10.4438,22.687,0.028
2024/08/08 17:16:35,10.4400,22.687,0.024
2024/08/08 17:16:40,10.4438,22.670,0.024
2024/08/08 17:16:45,10.4438,22.663,0.028
2024/08/08 17:16:50,10.4400,22.687,0.024
2024/08/08 17:16:55,10.4496,22.670,0.024
2024/08/08 17:17:00,10.4400,22.657,0.028
2024/08/08 17:17:05,10.4400,22.647,0.024
2024/08/08 17:17:10,10.4438,22.647,0.024
2024/08/08 17:17:15,10.4438,22.647,0.024
2024/08/08 17:17:20,10.4438,22.633,0.024
2024/08/08 17:17:25,10.4496,22.623,0.024
2024/08/08 17:17:30,10.4438,22.617,0.024
2024/08/08 17:17:35,10.4362,22.610,0.024
2024/08/08 17:17:40,10.4266,22.600,0.024
2024/08/08 17:17:45,10.4362,22.593,0.024
2024/08/08 17:17:50,10.4438,22.593,0.024
2024/08/08 17:17:55,10.4400,22.593,0.024
2024/08/08 17:18:00,10.4438,22.577,0.024
2024/08/08 17:18:05,10.4400,22.553,0.028
2024/08/08 17:18:10,10.4438,22.563,0.024
2024/08/08 17:18:15,10.4362,22.547,0.024
2024/08/08 17:18:20,10.4438,22.547,0.024
2024/08/08 17:18:25,10.4438,22.540,0.028
2024/08/08 17:18:30,10.4438,22.540,0.024
2024/08/08 17:18:35,10.4400,22.507,0.024
2024/08/08 17:18:40,10.4438,22.507,0.024
2024/08/08 17:18:45,10.4438,22.507,0.024
2024/08/08 17:18:50,10.4438,22.507,0.024
2024/08/08 17:18:55,10.4438,22.500,0.024
2024/08/08 17:19:00,10.4362,22.483,0.024
2024/08/08 17:19:05,10.4362,22.493,0.024
2024/08/08 17:19:10,10.4362,22.483,0.024
2024/08/08 17:19:15,10.4400,22.477,0.024
2024/08/08 17:19:20,10.4362,22.477,0.024
2024/08/08 17:19:25,10.4362,22.453,0.024
2024/08/08 17:19:30,10.4400,22.443,0.028
2024/08/08 17:19:35,10.4400,22.443,0.024
2024/08/08 17:19:40,10.4400,22.437,0.028
2024/08/08 17:19:45,10.4400,22.437,0.024
2024/08/08 17:19:50,10.4400,22.420,0.024
2024/08/08 17:19:55,10.4400,22.413,0.024
2024/08/08 17:20:00,10.4496,22.413,0.028
2024/08/08 17:20:05,10.4400,22.397,0.024
2024/08/08 17:20:10,10.4304,22.407,0.024
2024/08/08 17:20:15,10.4304,22.383,0.024
2024/08/08 17:20:20,10.4362,22.383,0.024
2024/08/08 17:20:25,10.4362,22.383,0.024
2024/08/08 17:20:30,10.4400,22.383,0.028
2024/08/08 17:20:35,10.4362,22.350,0.024
2024/08/08 17:20:40,10.4400,22.360,0.024
2024/08/08 17:20:45,10.4362,22.343,0.024
2024/08/08 17:20:50,10.4400,22.350,0.024
2024/08/08 17:20:55,10.4438,22.343,0.028
2024/08/08 17:21:00,10.4362,22.337,0.024
2024/08/08 17:21:05,10.4304,22.327,0.024
2024/08/08 17:21:10,10.4362,22.327,0.024
2024/08/08 17:21:15,10.4304,22.313,0.028
2024/08/08 17:21:20,10.4400,22.320,0.028
2024/08/08 17:21:25,10.4438,22.313,0.024
2024/08/08 17:21:30,10.4438,22.290,0.024
2024/08/08 17:21:35,10.4438,22.280,0.024
2024/08/08 17:21:40,10.4438,22.280,0.024
2024/08/08 17:21:45,10.4362,22.280,0.028
2024/08/08 17:21:50,10.4362,22.280,0.024
2024/08/08 17:21:55,10.4362,22.280,0.024
2024/08/08 17:22:00,10.4400,22.273,0.028
2024/08/08 17:22:05,10.4400,22.257,0.024
2024/08/08 17:22:10,10.4400,22.250,0.028
2024/08/08 17:22:15,10.4400,22.257,0.028
2024/08/08 17:22:20,10.4400,22.243,0.024
2024/08/08 17:22:25,10.4400,22.233,0.024
2024/08/08 17:22:30,10.4438,22.220,0.028
2024/08/08 17:22:35,10.4362,22.220,0.024
2024/08/08 17:22:40,10.4362,22.220,0.024
2024/08/08 17:22:45,10.4400,22.210,0.028
2024/08/08 17:22:50,10.4400,22.193,0.028
2024/08/08 17:22:55,10.4362,22.203,0.028
2024/08/08 17:23:00,10.4362,22.220,0.028
2024/08/08 17:23:05,10.4400,22.233,0.028
2024/08/08 17:23:10,10.4362,22.280,0.028
2024/08/08 17:23:15,10.4438,22.313,0.028
2024/08/08 17:23:20,10.4362,22.337,0.028
2024/08/08 17:23:25,10.4438,22.360,0.028
2024/08/08 17:23:30,10.4400,22.373,0.028
2024/08/08 17:23:35,10.4496,22.390,0.028
2024/08/08 17:23:40,10.4438,22.390,0.028
2024/08/08 17:23:45,10.4438,22.407,0.028
2024/08/08 17:23:50,10.4400,22.413,0.028
2024/08/08 17:23:55,10.4438,22.407,0.028
2024/08/08 17:24:00,10.4438,22.397,0.028
2024/08/08 17:24:05,10.4438,22.383,0.028
2024/08/08 17:24:10,10.4438,22.350,0.028
2024/08/08 17:24:15,10.4400,22.337,0.028
2024/08/08 17:24:20,10.4438,22.303,0.028
